"","opponent","event_day_of_week","days_before_event","section_name","channel","price_level","primary_tickets_sold","primary_average_ticket_price","churn"
"388",11,"Tuesday",50,17,"Box Office","D - 100L",4,"$180.83",0
"389",15,"Friday",7,77,"Web","Q - 300L",3,"$35.51",0
"390",6,"Tuesday",30,32,"Web","F -100L",2,"$84.48",0
"391",27,"Saturday",22,26,"Web","C - 100L",1,"$169.02",0
"392",3,"Thursday",96,41,"Web","K - 200L",2,"$72.15",0
"393",10,"Thursday",1,24,"Web","D - 100L",4,"$193.14",0
"394",17,"Tuesday",69,64,"Web","P - 300L",1,"$38.53",1
"395",9,"Monday",61,26,"Web","C - 100L",3,"$179.98",0
"396",5,"Thursday",55,27,"Back Office","D - 100L",2,"$119.33",0
"397",15,"Thursday",0,40,"Box Office","L1 - 200L",1,"$53.82",1
"398",31,"Tuesday",13,22,"Web","G - 100L",4,"$85.27",0
"399",11,"Saturday",5,16,"Web","C - 100L",3,"$213.75",1
"400",20,"Tuesday",18,26,"Web","C - 100L",2,"$155.54",0
"401",9,"Thursday",41,21,"Box Office","I - 100L",2,"$95.46",1
"402",27,"Monday",12,47,"Web","P - 300L",5,"$33.69",0
"403",19,"Thursday",10,29,"Back Office","F -100L",3,"$44.22",1
"404",20,"Sunday",4,47,"Back Office","O - 300L",1,"$32.31",1
"405",18,"Saturday",0,72,"Back Office","Q - 300L",2,"$26.98",0
"406",3,"Saturday",0,35,"Back Office","L1 - 200L",5,"$70.05",1
"407",28,"Saturday",0,75,"Box Office","R - 300L",4,"$44.20",1
"408",29,"Monday",0,33,"Web","D - 100L",4,"$116.04",0
"409",7,"Wednesday",103,34,"Web","D - 100L",2,"$208.04",0
"410",2,"Wednesday",36,31,"Web","H - 100L",2,"$77.90",0
"411",25,"Saturday",15,67,"Back Office","R - 300L",10,"$33.91",0
"412",16,"Saturday",3,19,"Back Office","G - 100L",5,"$67.54",0
"413",9,"Thursday",0,47,"Web","P - 300L",3,"$39.31",0
"414",9,"Thursday",0,44,"Web","L2 - 200L",5,"$71.01",0
"415",16,"Saturday",17,72,"Back Office","R - 300L",9,"$74.54",1
"416",10,"Wednesday",1,47,"Back Office","O - 300L",6,"$33.45",0
"417",31,"Saturday",0,26,"Web","C - 100L",4,"$192.43",0
"418",28,"Thursday",18,33,"Web","D - 100L",2,"$126.71",1
"419",7,"Monday",115,67,"Web","R - 300L",2,"$51.70",0
"420",13,"Tuesday",7,23,"Back Office","G - 100L",3,"$101.57",1
"421",12,"Saturday",1,40,"Web","L1 - 200L",1,"$72.21",1
"422",21,"Saturday",34,67,"Web","R - 300L",3,"$28.01",0
"423",24,"Monday",0,20,"Back Office","G - 100L",3,"$62.30",1
"424",4,"Wednesday",9,19,"Web","G - 100L",2,"$82.24",0
"425",26,"Saturday",68,29,"Web","F -100L",3,"$97.49",1
"426",3,"Thursday",13,23,"Web","G - 100L",2,"$141.25",1
"427",9,"Monday",14,20,"Back Office","G - 100L",7,"$68.85",0
"428",16,"Saturday",1,54,"Back Office","R - 300L",1,"$18.80",0
"429",6,"Wednesday",8,48,"Back Office","P - 300L",4,"$19.60",0
"430",20,"Sunday",93,22,"Back Office","I - 100L",2,"$55.61",1
"431",10,"Wednesday",2,49,"Back Office","O - 300L",3,"$49.64",0
"432",14,"Saturday",1,26,"Web","C - 100L",3,"$236.12",0
"433",20,"Tuesday",83,33,"Back Office","D - 100L",4,"$124.08",0
"434",25,"Thursday",0,31,"Web","H - 100L",2,"$133.77",0
"435",31,"Saturday",218,62,"Web","O - 300L",2,"$114.85",1
"436",4,"Wednesday",2,32,"Web","F -100L",2,"$115.08",0
"437",24,"Wednesday",6,64,"Web","O - 300L",3,"$45.96",0
"438",19,"Saturday",0,24,"Box Office","D - 100L",2,"$163.88",0
"439",9,"Thursday",1,63,"Web","P - 300L",2,"$36.64",0
"440",20,"Saturday",21,78,"Web","R - 300L",2,"$53.32",0
"441",5,"Thursday",44,79,"Back Office","P - 300L",2,"$23.76",1
"442",31,"Tuesday",0,58,"Web","R - 300L",2,"$36.20",0
"443",16,"Tuesday",1,59,"Web","R - 300L",2,"$19.94",0
"444",6,"Wednesday",2,23,"Back Office","G - 100L",6,"$47.25",0
"445",13,"Monday",114,40,"Web","L1 - 200L",3,"$85.85",0
"446",20,"Thursday",45,34,"Back Office","D - 100L",2,"$128.21",1
"447",27,"Saturday",3,21,"Back Office","I - 100L",14,"$36.25",0
"448",25,"Saturday",0,25,"Back Office","D - 100L",26,"$98.54",0
"449",2,"Wednesday",75,22,"Web","I - 100L",2,"$98.06",0
"450",3,"Saturday",34,48,"Web","O - 300L",2,"$98.18",1
"451",31,"Saturday",4,32,"Back Office","F -100L",4,"$137.71",1
"452",9,"Thursday",0,77,"Box Office","R - 300L",1,"$24.68",0
"453",20,"Tuesday",0,17,"Box Office","D - 100L",1,"$78.26",0
"454",10,"Thursday",3,47,"Web","O - 300L",3,"$48.25",0
"455",5,"Tuesday",8,21,"Back Office","I - 100L",2,"$99.76",1
"456",31,"Saturday",0,31,"Web","H - 100L",3,"$134.18",1
"457",10,"Thursday",15,20,"Web","G - 100L",5,"$93.85",0
"458",31,"Saturday",1,49,"Web","N - 300L",3,"$29.65",0
"459",3,"Thursday",0,48,"Web","O - 300L",1,"$33.06",0
"460",26,"Sunday",6,28,"Web","D - 100L",2,"$118.80",0
"461",10,"Wednesday",2,21,"Back Office","I - 100L",5,"$78.00",0
"462",19,"Thursday",10,71,"Back Office","R - 300L",4,"$15.62",0
"463",27,"Monday",1,44,"Web","K - 200L",5,"$66.56",0
"464",31,"Saturday",25,79,"Web","O - 300L",3,"$83.47",1
"465",3,"Thursday",0,55,"Web","Q - 300L",1,"$37.24",0
"466",27,"Wednesday",0,22,"Back Office","G - 100L",7,"$67.25",0
"467",31,"Monday",94,71,"Web","R - 300L",2,"$27.60",0
"468",1,"Thursday",0,25,"Web","D - 100L",1,"$68.74",0
"469",6,"Wednesday",16,45,"Back Office","L2 - 200L",2,"$35.91",0
"470",23,"Monday",0,31,"Box Office","H - 100L",1,"$45.84",1
"471",14,"Wednesday",0,43,"Web","K - 200L",1,"$94.05",0
"472",10,"Wednesday",7,73,"Back Office","Q - 300L",2,"$28.21",0
"473",1,"Saturday",0,28,"Back Office","D - 100L",6,"$69.77",0
"474",20,"Tuesday",87,65,"Web","P - 300L",1,"$39.27",1
"475",14,"Wednesday",0,25,"Back Office","D - 100L",20,"$55.57",0
"476",18,"Saturday",0,49,"Back Office","N - 300L",2,"$21.85",0
"477",26,"Saturday",2,37,"Web","L1 - 200L",2,"$45.71",0
"478",3,"Saturday",5,20,"Back Office","G - 100L",2,"$130.91",0
"479",8,"Saturday",31,26,"Web","C - 100L",5,"$197.17",0
"480",31,"Saturday",1,16,"Web","C - 100L",2,"$295.43",0
"481",27,"Monday",1,65,"Web","O - 300L",3,"$45.90",1
"482",26,"Tuesday",69,21,"Web","G - 100L",2,"$103.68",0
"483",20,"Sunday",0,70,"Back Office","Q - 300L",2,"$27.77",0
"484",21,"Sunday",20,62,"Web","O - 300L",3,"$52.51",0
"485",20,"Thursday",1,67,"Web","R - 300L",2,"$20.48",0
"486",31,"Tuesday",29,47,"Web","O - 300L",2,"$61.59",0
"487",15,"Friday",2,32,"Web","D - 100L",5,"$117.67",0
"488",31,"Saturday",2,21,"Back Office","G - 100L",3,"$118.75",0
"489",7,"Monday",50,17,"Web","D - 100L",4,"$178.88",0
"490",30,"Sunday",3,75,"Web","R - 300L",1,"$26.60",1
"491",8,"Monday",0,17,"Web","D - 100L",1,"$162.15",0
"492",16,"Saturday",0,28,"Back Office","D - 100L",23,"$110.43",0
"493",6,"Tuesday",2,78,"Web","R - 300L",3,"$16.27",0
"494",6,"Wednesday",0,51,"Back Office","R - 300L",8,"$27.93",0
"495",15,"Saturday",95,55,"Back Office","R - 300L",4,"$27.30",0
"496",26,"Saturday",13,47,"Web","O - 300L",3,"$30.47",0
"497",24,"Thursday",2,46,"Web","K - 200L",3,"$59.92",0
"498",27,"Wednesday",16,25,"Back Office","D - 100L",3,"$65.70",0
"499",3,"Thursday",0,34,"Back Office","D - 100L",10,"$42.20",0
"500",11,"Tuesday",159,48,"Web","P - 300L",8,"$62.70",0
"501",20,"Tuesday",68,42,"Web","L2 - 200L",5,"$65.62",0
"502",25,"Thursday",72,43,"Web","K - 200L",1,"$51.18",0
"503",13,"Tuesday",0,23,"Back Office","G - 100L",22,"$72.02",1
"504",17,"Saturday",25,77,"Web","Q - 300L",2,"$51.77",0
"505",15,"Saturday",1,67,"Box Office","R - 300L",2,"$47.52",0
"506",21,"Saturday",5,22,"Web","I - 100L",4,"$87.76",0
"507",21,"Saturday",27,52,"Web","R - 300L",4,"$30.85",0
"508",4,"Wednesday",2,69,"Back Office","R - 300L",4,"$16.65",0
"509",20,"Tuesday",132,75,"Web","R - 300L",4,"$48.03",0
"510",20,"Sunday",0,50,"Back Office","R - 300L",18,"$24.14",0
"511",28,"Thursday",79,26,"Web","C - 100L",1,"$129.36",1
"512",7,"Monday",0,47,"Web","P - 300L",3,"$63.84",0
"513",22,"Wednesday",16,26,"Back Office","C - 100L",2,"$96.23",0
"514",4,"Saturday",0,66,"Back Office","O - 300L",3,"$22.00",1
"515",11,"Thursday",0,39,"Back Office","M - 200L",3,"$94.05",0
"516",16,"Saturday",15,62,"Back Office","O - 300L",2,"$67.84",0
"517",23,"Saturday",1,73,"Web","R - 300L",5,"$35.27",0
"518",17,"Saturday",36,47,"Web","P - 300L",3,"$56.31",0
"519",9,"Thursday",0,71,"Web","R - 300L",2,"$33.07",0
"520",25,"Thursday",140,20,"Web","G - 100L",2,"$105.81",0
"521",30,"Sunday",38,34,"Web","D - 100L",2,"$89.43",1
"522",15,"Friday",0,18,"Web","D - 100L",2,"$104.48",0
"523",20,"Sunday",4,22,"Back Office","G - 100L",4,"$64.15",0
"524",1,"Thursday",0,21,"Web","I - 100L",3,"$58.97",1
"525",27,"Thursday",0,63,"Web","O - 300L",2,"$22.34",0
"526",26,"Saturday",40,48,"Web","P - 300L",2,"$36.86",0
"527",19,"Thursday",0,21,"Back Office","G - 100L",2,"$57.66",0
"528",30,"Saturday",15,36,"Back Office","M - 200L",2,"$45.88",1
"529",2,"Monday",11,40,"Web","L1 - 200L",2,"$98.60",0
"530",23,"Saturday",14,39,"Web","M - 200L",2,"$92.25",0
"531",17,"Tuesday",0,61,"Box Office","R - 300L",6,"$23.28",1
"532",31,"Saturday",0,22,"Web","G - 100L",2,"$50.59",0
"533",10,"Saturday",6,62,"Web","P - 300L",3,"$99.00",0
"534",15,"Friday",3,27,"Web","D - 100L",2,"$162.15",0
"535",3,"Thursday",2,33,"Web","D - 100L",2,"$127.93",1
"536",27,"Thursday",0,78,"Web","R - 300L",1,"$17.97",0
"537",29,"Monday",203,21,"Web","G - 100L",3,"$113.36",1
"538",20,"Thursday",1,69,"Web","Q - 300L",1,"$33.12",1
"539",2,"Wednesday",30,26,"Back Office","C - 100L",3,"$141.64",1
"540",10,"Thursday",1,80,"Web","P - 300L",5,"$40.99",1
"541",29,"Monday",0,51,"Web","Q - 300L",1,"$36.25",0
"542",9,"Thursday",1,49,"Web","N - 300L",2,"$68.95",1
"543",13,"Sunday",7,35,"Web","L1 - 200L",2,"$75.76",0
"544",21,"Sunday",0,70,"Box Office","R - 300L",4,"$43.12",1
"545",20,"Thursday",1,16,"Web","C - 100L",3,"$121.91",1
"546",30,"Saturday",1,79,"Back Office","P - 300L",5,"$18.75",0
"547",8,"Saturday",4,64,"Web","O - 300L",4,"$71.40",0
"548",17,"Tuesday",157,51,"Web","R - 300L",1,"$26.22",1
"549",3,"Saturday",0,80,"Box Office","P - 300L",4,"$101.65",1
"550",9,"Monday",49,79,"Web","O - 300L",4,"$61.53",0
"551",11,"Saturday",0,67,"Box Office","R - 300L",4,"$63.13",0
"552",27,"Wednesday",1,26,"Back Office","C - 100L",8,"$112.40",0
"553",26,"Sunday",0,16,"Back Office","C - 100L",2,"$91.08",1
"554",6,"Tuesday",25,36,"Web","M - 200L",4,"$45.09",0
"555",20,"Sunday",37,35,"Back Office","L1 - 200L",3,"$46.73",0
"556",30,"Sunday",6,41,"Web","K - 200L",3,"$62.06",1
"557",11,"Tuesday",0,77,"Back Office","R - 300L",27,"$35.31",1
"558",7,"Monday",11,51,"Back Office","R - 300L",6,"$14.88",1
"559",9,"Thursday",2,21,"Web","G - 100L",2,"$101.64",0
"560",20,"Saturday",1,40,"Back Office","L1 - 200L",4,"$87.00",1
"561",27,"Saturday",5,67,"Back Office","R - 300L",3,"$14.41",0
"562",16,"Saturday",17,73,"Back Office","Q - 300L",4,"$88.92",0
"563",7,"Monday",6,73,"Back Office","R - 300L",3,"$20.76",1
"564",19,"Saturday",0,29,"Back Office","F -100L",6,"$22.00",1
"565",25,"Saturday",54,36,"Back Office","M - 200L",2,"$82.42",0
"566",21,"Saturday",52,25,"Web","D - 100L",4,"$153.12",1
"567",16,"Saturday",72,47,"Web","O - 300L",2,"$96.90",0
"568",8,"Monday",10,60,"Web","R - 300L",2,"$39.53",1
"569",7,"Wednesday",0,63,"Web","N - 300L",1,"$35.10",0
"570",3,"Thursday",84,28,"Web","D - 100L",4,"$164.30",1
"571",31,"Saturday",0,48,"Web","O - 300L",2,"$19.24",0
"572",2,"Wednesday",0,80,"Web","O - 300L",1,"$29.70",1
"573",11,"Tuesday",76,62,"Web","O - 300L",1,"$75.15",0
"574",11,"Tuesday",0,59,"Back Office","R - 300L",24,"$28.48",1
"575",15,"Saturday",2,49,"Back Office","N - 300L",4,"$57.17",0
"576",30,"Saturday",0,67,"Back Office","R - 300L",5,"$14.14",0
"577",29,"Monday",12,31,"Web","H - 100L",3,"$70.67",0
"578",16,"Saturday",154,25,"Web","D - 100L",2,"$196.08",0
"579",5,"Wednesday",1,52,"Back Office","R - 300L",1,"$36.49",0
"580",27,"Saturday",7,28,"Box Office","D - 100L",2,"$165.39",1
"581",9,"Monday",0,37,"Back Office","L1 - 200L",8,"$41.72",0
"582",18,"Tuesday",0,47,"Web","P - 300L",2,"$33.76",1
"583",30,"Saturday",12,73,"Back Office","R - 300L",6,"$15.87",1
"584",7,"Monday",0,43,"Box Office","K - 200L",1,"$57.33",1
"585",29,"Saturday",0,24,"Box Office","D - 100L",2,"$280.80",1
"586",17,"Saturday",17,16,"Web","C - 100L",1,"$194.00",0
"587",11,"Saturday",33,24,"Web","D - 100L",2,"$142.14",0
"588",10,"Saturday",105,21,"Box Office","I - 100L",2,"$174.38",0
"589",25,"Thursday",8,23,"Web","G - 100L",1,"$81.08",1
"590",9,"Monday",35,73,"Back Office","R - 300L",6,"$38.39",1
"591",3,"Saturday",175,63,"Box Office","P - 300L",2,"$84.55",1
"592",21,"Thursday",3,52,"Back Office","R - 300L",2,"$15.89",0
"593",1,"Thursday",1,51,"Web","R - 300L",1,"$18.55",0
"594",10,"Thursday",5,44,"Web","L2 - 200L",4,"$69.00",0
"595",24,"Wednesday",14,35,"Web","L1 - 200L",4,"$67.08",0
"596",24,"Thursday",0,78,"Web","R - 300L",4,"$23.06",0
"597",6,"Wednesday",30,66,"Back Office","P - 300L",1,"$17.85",0
"598",6,"Thursday",94,38,"Web","M - 200L",5,"$71.69",0
"599",24,"Thursday",0,17,"Web","D - 100L",1,"$124.08",0
"600",11,"Tuesday",0,49,"Back Office","N - 300L",9,"$62.00",1
"601",23,"Monday",21,22,"Back Office","I - 100L",4,"$44.59",1
"602",23,"Monday",32,26,"Back Office","C - 100L",6,"$102.66",1
"603",25,"Saturday",225,21,"Web","I - 100L",1,"$162.69",1
"604",24,"Tuesday",1,80,"Web","O - 300L",3,"$35.75",0
"605",20,"Saturday",80,22,"Back Office","I - 100L",5,"$147.34",0
"606",21,"Thursday",10,55,"Back Office","R - 300L",5,"$20.76",0
"607",27,"Wednesday",55,25,"Back Office","D - 100L",3,"$81.68",0
"608",20,"Tuesday",1,39,"Web","L1 - 200L",5,"$97.90",0
"609",13,"Tuesday",5,43,"Back Office","L2 - 200L",2,"$35.64",1
"610",30,"Saturday",26,78,"Back Office","R - 300L",4,"$26.65",1
"611",9,"Thursday",0,67,"Box Office","R - 300L",3,"$59.33",0
"612",3,"Saturday",4,65,"Back Office","P - 300L",2,"$37.15",1
"613",8,"Saturday",70,47,"Web","P - 300L",2,"$49.31",1
"614",20,"Sunday",72,43,"Back Office","L2 - 200L",2,"$88.02",0
"615",4,"Saturday",1,80,"Web","O - 300L",3,"$60.45",0
"616",13,"Tuesday",68,78,"Web","R - 300L",2,"$54.06",0
"617",24,"Tuesday",1,68,"Web","R - 300L",4,"$27.55",1
"618",3,"Saturday",33,30,"Back Office","H - 100L",3,"$129.99",1
"619",3,"Saturday",3,42,"Back Office","L2 - 200L",10,"$46.75",1
"620",31,"Saturday",0,22,"Box Office","G - 100L",2,"$78.75",1
"621",31,"Tuesday",0,25,"Web","D - 100L",1,"$72.62",0
"622",14,"Saturday",67,21,"Web","I - 100L",3,"$111.68",0
"623",4,"Thursday",149,68,"Web","R - 300L",3,"$31.96",0
"624",27,"Saturday",54,47,"Web","P - 300L",3,"$43.17",0
"625",21,"Saturday",15,17,"Web","D - 100L",2,"$110.00",0
"626",7,"Monday",14,55,"Back Office","Q - 300L",7,"$22.16",1
"627",3,"Saturday",1,79,"Back Office","O - 300L",2,"$42.14",1
"628",18,"Saturday",4,67,"Back Office","R - 300L",3,"$16.83",0
"629",31,"Saturday",55,17,"Web","D - 100L",3,"$188.10",0
"630",9,"Thursday",10,62,"Web","P - 300L",4,"$19.33",0
"631",31,"Saturday",206,45,"Web","L2 - 200L",8,"$155.10",0
"632",7,"Wednesday",0,67,"Box Office","R - 300L",4,"$37.83",0
"633",10,"Thursday",0,26,"Web","C - 100L",1,"$151.78",0
"634",23,"Saturday",0,23,"Back Office","G - 100L",13,"$48.83",1
"635",20,"Sunday",96,58,"Web","R - 300L",2,"$51.45",0
"636",12,"Wednesday",9,23,"Back Office","G - 100L",3,"$39.65",0
"637",1,"Saturday",0,20,"Back Office","G - 100L",5,"$73.03",1
"638",27,"Wednesday",0,39,"Back Office","L1 - 200L",14,"$42.41",0
"639",23,"Saturday",4,36,"Box Office","M - 200L",6,"$100.45",0
"640",14,"Saturday",3,31,"Back Office","H - 100L",1,"$132.00",0
"641",17,"Saturday",14,32,"Web","F -100L",3,"$94.41",0
"642",16,"Saturday",2,42,"Back Office","L2 - 200L",2,"$106.79",0
"643",17,"Saturday",21,31,"Web","H - 100L",2,"$88.08",0
"644",29,"Monday",0,79,"Web","P - 300L",1,"$38.91",0
"645",30,"Saturday",10,43,"Back Office","L2 - 200L",2,"$52.27",0
"646",2,"Monday",53,38,"Web","M - 200L",5,"$65.34",0
"647",31,"Tuesday",15,26,"Web","C - 100L",2,"$137.86",1
"648",3,"Tuesday",15,25,"Web","D - 100L",3,"$163.07",0
"649",22,"Wednesday",65,40,"Back Office","L1 - 200L",1,"$37.69",1
"650",21,"Saturday",23,63,"Web","P - 300L",8,"$67.26",1
"651",24,"Tuesday",9,25,"Web","D - 100L",1,"$160.74",1
"652",1,"Saturday",0,50,"Box Office","R - 300L",1,"$56.70",1
"653",31,"Saturday",219,18,"Web","D - 100L",2,"$247.00",0
"654",2,"Wednesday",2,80,"Web","P - 300L",2,"$25.71",0
"655",6,"Tuesday",9,34,"Web","D - 100L",3,"$126.90",0
"656",15,"Saturday",25,22,"Back Office","I - 100L",4,"$67.32",1
"657",21,"Thursday",2,40,"Back Office","L1 - 200L",3,"$30.20",0
"658",15,"Saturday",82,55,"Back Office","R - 300L",2,"$20.16",0
"659",3,"Thursday",1,79,"Web","O - 300L",5,"$48.08",1
"660",3,"Thursday",65,18,"Web","D - 100L",2,"$179.94",1
"661",4,"Wednesday",80,23,"Web","D - 100L",2,"$118.06",0
"662",13,"Sunday",75,39,"Web","L1 - 200L",4,"$102.00",0
"663",3,"Thursday",83,79,"Web","O - 300L",4,"$61.92",1
"664",3,"Saturday",2,18,"Back Office","D - 100L",6,"$143.85",0
"665",24,"Saturday",54,73,"Back Office","R - 300L",6,"$17.26",1
"666",25,"Thursday",0,37,"Web","L1 - 200L",3,"$93.95",0
"667",29,"Monday",8,38,"Web","L1 - 200L",2,"$62.08",1
"668",31,"Saturday",43,50,"Back Office","R - 300L",2,"$42.25",1
"669",28,"Sunday",81,32,"Web","F -100L",3,"$112.56",0
"670",18,"Saturday",17,17,"Box Office","D - 100L",2,"$167.31",1
"671",23,"Saturday",2,68,"Web","R - 300L",4,"$29.47",0
"672",27,"Wednesday",36,36,"Back Office","M - 200L",2,"$41.29",0
"673",3,"Thursday",3,28,"Web","D - 100L",8,"$115.17",1
"674",22,"Wednesday",2,34,"Back Office","D - 100L",2,"$133.97",0
"675",14,"Saturday",0,54,"Back Office","R - 300L",1,"$55.08",0
"676",10,"Thursday",0,47,"Web","P - 300L",4,"$40.89",0
"677",2,"Monday",98,67,"Web","R - 300L",2,"$66.96",0
"678",30,"Tuesday",0,64,"Box Office","O - 300L",2,"$49.50",0
"679",28,"Thursday",1,50,"Back Office","R - 300L",2,"$14.28",0
"680",20,"Tuesday",73,48,"Web","O - 300L",2,"$48.51",0
"681",31,"Saturday",5,62,"Web","O - 300L",1,"$50.02",0
"682",14,"Saturday",0,7,"Web","J",2,"$185.22",0
"683",18,"Saturday",30,21,"Web","G - 100L",2,"$142.07",0
"684",20,"Thursday",2,17,"Web","D - 100L",2,"$102.59",0
"685",21,"Thursday",1,69,"Back Office","Q - 300L",5,"$21.78",0
"686",16,"Tuesday",0,47,"Box Office","P - 300L",2,"$39.90",0
"687",26,"Sunday",44,62,"Web","P - 300L",1,"$43.32",0
"688",2,"Wednesday",0,76,"Back Office","R - 300L",6,"$13.91",1
"689",24,"Saturday",3,80,"Back Office","P - 300L",6,"$35.19",0
"690",29,"Monday",0,42,"Web","L2 - 200L",2,"$58.95",0
"691",4,"Thursday",11,47,"Web","P - 300L",2,"$41.81",0
"692",19,"Sunday",39,17,"Web","D - 100L",2,"$92.02",0
"693",7,"Monday",66,48,"Web","O - 300L",2,"$55.08",0
"694",30,"Tuesday",0,37,"Box Office","L1 - 200L",2,"$60.46",1
"695",23,"Saturday",16,49,"Web","O - 300L",3,"$70.20",0
"696",18,"Saturday",11,76,"Back Office","R - 300L",2,"$25.49",0
"697",27,"Saturday",0,24,"Back Office","D - 100L",3,"$72.10",1
"698",26,"Tuesday",38,30,"Web","H - 100L",1,"$78.53",1
"699",31,"Saturday",40,28,"Back Office","D - 100L",2,"$140.98",1
"700",29,"Saturday",0,45,"Box Office","L2 - 200L",1,"$111.47",1
"701",20,"Thursday",3,33,"Web","D - 100L",1,"$159.84",1
"702",4,"Wednesday",2,50,"Back Office","R - 300L",4,"$14.70",0
"703",2,"Wednesday",9,3,"Web","J",2,"$112.52",0
"704",21,"Saturday",19,33,"Web","D - 100L",2,"$107.68",0
"705",24,"Saturday",0,74,"Back Office","R - 300L",44,"$38.50",0
"706",27,"Saturday",9,21,"Back Office","G - 100L",4,"$44.20",1
"707",9,"Friday",1,50,"Back Office","R - 300L",5,"$41.12",1
"708",13,"Monday",40,38,"Web","M - 200L",2,"$89.64",0
"709",10,"Wednesday",1,65,"Back Office","O - 300L",4,"$30.65",0
"710",6,"Wednesday",0,56,"Back Office","R - 300L",7,"$17.80",0
"711",4,"Thursday",1,49,"Web","P - 300L",2,"$31.85",0
"712",10,"Wednesday",7,59,"Back Office","R - 300L",6,"$26.87",0
"713",24,"Wednesday",20,49,"Web","O - 300L",2,"$56.56",0
"714",30,"Thursday",1,32,"Back Office","F -100L",6,"$79.50",1
"715",27,"Wednesday",86,21,"Back Office","I - 100L",1,"$108.61",0
"716",23,"Saturday",5,63,"Web","O - 300L",4,"$62.78",0
"717",5,"Tuesday",0,31,"Box Office","F -100L",1,"$94.86",1
"718",24,"Saturday",0,23,"Back Office","D - 100L",4,"$71.53",0
"719",17,"Saturday",4,52,"Web","R - 300L",3,"$28.14",0
"720",20,"Sunday",98,16,"Web","C - 100L",4,"$207.05",0
"721",4,"Saturday",0,60,"Box Office","R - 300L",1,"$51.94",0
"722",20,"Tuesday",5,28,"Web","D - 100L",2,"$129.18",0
"723",24,"Monday",0,19,"Box Office","G - 100L",2,"$98.70",0
"724",9,"Thursday",3,27,"Web","D - 100L",2,"$98.36",0
"725",11,"Tuesday",0,19,"Back Office","G - 100L",15,"$87.19",1
"726",18,"Saturday",0,30,"Web","F -100L",2,"$123.46",0
"727",19,"Sunday",0,70,"Web","R - 300L",2,"$24.99",0
"728",7,"Monday",28,61,"Back Office","R - 300L",2,"$21.61",1
"729",4,"Thursday",72,26,"Web","C - 100L",3,"$222.00",0
"730",27,"Monday",6,22,"Back Office","G - 100L",2,"$65.14",1
"731",14,"Saturday",0,43,"Box Office","L2 - 200L",1,"$64.75",0
"732",24,"Saturday",19,36,"Back Office","M - 200L",4,"$49.96",0
"733",7,"Wednesday",5,80,"Web","P - 300L",5,"$18.96",0
"734",13,"Tuesday",15,67,"Back Office","R - 300L",1,"$23.28",1
"735",8,"Monday",0,79,"Web","P - 300L",1,"$33.73",0
"736",3,"Thursday",1,34,"Web","D - 100L",2,"$83.30",0
"737",16,"Saturday",59,73,"Back Office","R - 300L",2,"$34.10",1
"738",5,"Thursday",3,52,"Back Office","R - 300L",5,"$23.43",0
"739",20,"Tuesday",5,44,"Web","L2 - 200L",2,"$92.92",0
"740",3,"Saturday",1,29,"Back Office","F -100L",2,"$109.74",1
"741",31,"Saturday",6,21,"Web","G - 100L",4,"$77.22",0
"742",16,"Thursday",2,58,"Web","R - 300L",2,"$17.32",1
"743",18,"Saturday",1,66,"Back Office","P - 300L",10,"$32.21",0
"744",10,"Wednesday",20,16,"Back Office","C - 100L",2,"$188.50",0
"745",8,"Monday",0,22,"Web","I - 100L",1,"$58.00",0
"746",21,"Saturday",27,24,"Web","D - 100L",2,"$119.50",1
"747",31,"Saturday",144,62,"Web","N - 300L",2,"$73.70",1
"748",5,"Thursday",0,47,"Back Office","P - 300L",7,"$21.51",0
"749",19,"Saturday",65,68,"Web","R - 300L",2,"$36.31",1
"750",11,"Saturday",1,78,"Web","R - 300L",6,"$20.35",0
"751",24,"Tuesday",2,79,"Web","O - 300L",4,"$29.36",0
"752",25,"Saturday",0,79,"Back Office","O - 300L",8,"$39.42",1
"753",11,"Tuesday",19,70,"Back Office","R - 300L",3,"$16.32",1
"754",24,"Thursday",0,21,"Web","G - 100L",2,"$91.73",0
"755",29,"Monday",0,44,"Web","L2 - 200L",2,"$66.76",0
